"","taxa","count"
"13777","Zygnema-type",816
"13554","Viburnum opulus-type",809
"9589","Poaceae (>37 µm)",804
"7541","Lycopodium clavatum-type",802
"10778","Rosa",800
"333","Alchemilla-type",799
"7555","Lycopodium obscurum",799
"3893","Cornus mas/C. suecica",798
"10885","Rubus-type",798
"6683","Ilex mitis",797
"1919","Butomus",794
"6350","Helianthemum-type",792
"1200","Aster",789
"9939","Polypodium-type",786
"10005","Potamogeton natans-type",786
"12489","Tribulus",786
"1191","Assulina",785
"1026","Arenaria",782
"8778","Oxyria-type",782
"11695","Sordaria",782
"9979","Populus undiff.",779
"7270","Liliaceae-type",775
"13478","Vallea",771
"13031","Unknown (type 128, HdV)",769
"12271","Tetraëdron minimum",768
"4997","Eriocaulon",767
"8130","Monactinus simplex",766
"4357","Daucus",765
"11698","Sordaria-type (type 55A, HdV)",765
"7070","Lannea-type",763
"468","Alnus viridis subsp. sinuata",760
"1751","Botryococcus braunii",760
"4086","Cunoniaceae",759
"4795","Elaeocarpus",759
"7939","Mercurialis perennis-type",759
"6132","Gnaphalium-type",757
"9790","Polygonum sensu lato",757
"2902","cf. Juniperus",754
"5313","Eupatorium cannabinum-type",753
"1747","Botrychium-type",752
"11576","Silenoideae-type",752
"4398","Deposition time",750
"7320","Linum",750
"12378","Tilia undiff.",748
"609","Anagallis",747
"7723","Malpighiaceae",745
"12991","Unknown (triporate)",744
"3636","Clusia",743
"1052","Armeria maritima",742
"8832","Papaver rhoeas-type",739
"11657","Soldanella",739
"11424","Selaginella sibirica",738
"1393","Baccharis-type",737
"1774","Brachystegia",737
"7438","Loranthaceae",737
"8457","Noaea-type",737
"1610","Bistorta bistortoides",735
"6442","Hieronyma",735
"1891","Bunium-type",734
"7938","Mercurialis perennis",732
"5338","Euphorbia-type",731
"1197","Astelia",729
"3896","Cornus sanguinea",727
"9793","Polygonum sensu lato undiff.",725
"1537","Betula cf. B. nana",724
"12746","Ulex-type",722
"408","Alisma-type",721
"3992","Crataegus",721
"2371","Centaurea cyanus-type",719
"4345","Daphniidae",719
"1620","Bistorta vivipara",718
"8145","Monocotyledoneae",717
"803","Anthriscus sylvestris",716
"1633","Blechnum",713
"2237","Cassia-type",712
"6714","Indeterminable (hidden)",711
"112","Acer saccharinum-type",710
"4604","Dodonaea viscosa",710
"8249","Mutisieae",709
"9110","Phegopteris connectilis",709
"4324","Dalea purpurea",708
"3720","Comarum palustre",707
"4182","Cyathea-type",707
"9137","Phlox",702
"4307","Dacrydium",701
"4361","Daucus-type",699
"4554","Diporotheca",695
"106","Acer pensylvanicum",694
"5100","Eucommia",694
"11075","Salvinia",694
"4058","Cryptogramma crispa",693
"10189","Pseudopediastrum boryanum var. boryanum",693
"13380","Urticaceae undiff.",693
"10932","Rumex hydrolapathum",689
"11057","Salix-type",689
"9966","Populus balsamifera",686
"948","Arcella",685
"6867","Juglans undiff.",684
"249","Aesculus",682
"2091","Canthium",682
"3718","Comarum",681
"1368","Avicennia",680
"11001","Sagina",680
"1776","Brasenia",679
"13608","Virola",679
"5311","Eupatorium",677
"7523","Lycopodiella inundata",676
"16","Abies undiff.",674
"770","Anthocerotaceae",674
"12358","Thymus/Mentha",674
"4782","Elaeagnus",672
"12104","Symphytum",672
"886","Apocynaceae",671
"7788","Marchantiophyta undiff.",668
"11762","Spermatophyta",668
"1190","Asplenium-type",667
"4194","Cyatheaceae undiff.",667
"1640","Blechnum spicant",666
"9431","Plantae",666
"5913","Galeopsis-type",665
"5573","Filipendula vulgaris",663
"3954","Cosmarium sp.",662
"7173","Lemnoideae",661
"6070","Geum",659
"10619","Rhabdocoela",659
"11856","Spermatophyta undiff. (trees/shrubs)",658
"1128","Ascolepis",657
"3329","Chaerophyllum",654
"9661","Podocarpaceae",654
"5052","Escallonia",652
"7919","Mentha",651
"11660","Solidago",651
"12732","Uapaca kirkiana-type",651
"646","Anemone",650
"9264","Pimpinella-type",650
"10550","Ranunculus trichophyllus-type",649
"5309","Euonymus",647
"5029","Eryngium-type",646
"1845","Bryales undiff.",644
"12014","Stoebe",644
"3603","Clematis-type",642
"4288","Cystopteris fragilis",642
"10782","Rosa-type",639
"11064","Salsola-type",639
"6671","Hystrix",637
"11901","Spiraea-type",636
"3890","Cornus mas",635
"10442","Quercus pyrenaica-type",634
"6268","Hagenia",631
"570","Amorpha-type",630
"4285","Cystopteris",630
"6593","Hymenocardia",630
"1864","Bryophyta undiff.",628
"6113","Gloeotrichia",628
"6576","Hydrocotyle vulgaris",628
"11663","Solidago virgaurea-type",626
"577","Amphitrema",624
"12047","Stuckenia",624
"1214","Asteraceae (low spine)",623
"4652","Drimys",623
"12985","Unknown (trilete, verrucate)",623
"11923","Spondias",622
"2019","Caltha palustris",621
"11744","Spergularia",621
"1558","Betula pendula/B. pubescens",620
"3995","Crataegus-type",620
"3622","Cliffortia",619
"4321","Dalea",618
"12015","Stoebe-type",618
"12290","Tetrorchidium",617
"11262","Schinus",616
"11301","Scleranthus",616
"5575","Filipendula-type",615
"8675","Oreomyrrhis",615
"9390","Piperaceae",614
"10404","Quercus canariensis",613
"8386","Narthecium",612
"9450","Plantago atrata",612
"4427","Dianthus-type",611
"10192","Pseudopediastrum boryanum var. boryanum sensu lato",611
"3504","Cirsium/Gundelia",609
"4538","Diphasiastrum-type",609
"1740","Botrychium lunaria",607
"4055","Cryptogramma",606
"11258","Scheuchzeria palustris",606
"763","Anthoceros laevis",605
"3431","Chrozophora tinctoria",604
"542","Amaryllidaceae",603
"1545","Betula fruticosa",603
"3849","Cordia",602
"9338","Pinus monticola-type",602
"9991","Portulacaceae",602
"11153","Sarcopoterium",602
"6913","Justicia",599
"4035","Croton-type",598
"3727","Combretaceae/Melastomataceae undiff.",597
"5011","Eriophorum-type",597
"2417","Centrolepidaceae/Restionaceae",593
"13459","Valeriana officinalis-type",592
"10807","Rosaceae-type",588
"11699","Sordariaceae",588
"1386","Azorella",587
"1597","Bignoniaceae",587
"9975","Populus tremuloides",587
"11040","Salix herbacea-type",587
"11183","Saxifraga cespitosa-type",587
"11740","Spergula arvensis",587
"4863","Epacrideae",585
"10210","Pseudotsuga-type",583
"11037","Salix glauca-type",583
"13761","Ziziphus",583
"947","Arbutus unedo",582
"7787","Marchantiophyta",582
"8053","mimosoid clade",582
"8317","Myriophyllum verticillatum-type",581
"10252","Psychotria",581
"104","Acer negundo-type",574
"552","Ambrosia/Iva",574
"3412","Chironomidae",574
"5543","Ferula-type",574
"8148","Monocotyledoneae undiff.",574
"11969","Stellaria",574
"6565","Hydrocharis",573
"9917","Polypodiophyta (without perine)",573
"10444","Quercus robur group",573
"11047","Salix polaris-type",572
"72","Acanthaceae",571
"1367","Avena/Triticum-type",571
"9356","Pinus resinosa-type",571
"11874","Sphagnum-type",570
"1824","Brosimum",569
"147","Aconitum-type",568
"3984","Crassula",567
"9493","Plantago media-type",566
"1281","Astragalus-type",565
"11541","Silene",565
"4269","Cyperus",564
"5019","Erodium",564
"8001","Microsorum",562
"8727","Osmunda regalis-type",562
"10546","Ranunculus sp.",562
"4114","Cupressaceae/Taxaceae undiff.",560
"8387","Narthecium ossifragum",560
"9240","Pilea",558
"1846","Bryidae",557
"2252","Castanea dentata",557
"12724","Typha/Sparganium-type",557
"9451","Plantago atrata-type",556
"12744","Ulex",556
"3820","Convolvulus arvensis",555
"8505","Nuxia/Ficalhoa",555
"930","Araliaceae",553
"3971","Cousinia",552
"11087","Sambucus racemosa",552
"11106","Sanguisorba-type",552
"9846","Polypodiophyta (monolete, psilate, <50 µm)",551
"7089","Larix gmelinii",550
"11739","Spergula",548
"6315","Hedwigia",546
"202","Adiantum",545
"5485","Faboideae undiff.",545
"13515","Verbenaceae",545
"6281","Haloragaceae",544
"8555","Odontites",543
"3545","Cistus-type",542
"2173","Carpinus betulus-type",538
"4789","Elaeis guineensis",538
"5571","Filipendula ulmaria",538
"6655","Hypoestes-type",538
"7371","Lobelia",538
"1343","Atriplex-type",537
"6861","Juglans cinerea-type",537
"8619","Onobrychis",536
"13636","Vitis vinifera",536
"5425","Fabaceae (type I)",535
"11297","Scilla-type",535
"1587","Bidens",533
"4790","Elaeocarpaceae",532
"4615","Dombeya",531
"9234","Picea sitchensis",531
"125","Achillea/Anthemis-type",530
"284","Agathis",529
"1524","Betula (<20 µm)",529
"8510","Nymphaea alba-type",529
"4526","Diphasiastrum alpinum-type",528
"6241","Gypsophila",528
"11697","Sordaria-type",527
"2271","Casuarina undiff.",526
"10719","Rhynchospora",526
"4530","Diphasiastrum complanatum-type",525
"8191","Morella",525
"12307","Thalictrum flavum-type",525
"6497","Hordeum",522
"11747","Spergularia-type",522
"2032","Calystegia",521
"9319","Pinus edulis-type",521
"13747","Zea",520
"601","Anacardiaceae undiff.",519
"3449","Chrysosplenium",519
"6354","Helichrysum",519
"9332","Pinus koraiensis",519
"12941","Unknown (Tertiary)",519
"3883","Cornus canadensis",518
"11021","Salicaceae",517
"4298","Cytisus scoparius",516
"4696","Dryopteris dilatata-type",515
"6117","Glomus cf. G. fasciculatum",515
"7009","Lactuca",515
"2643","cf. Callitriche",514
"10791","Rosaceae (type A)",514
"3756","Commiphora",513
"5566","Filinia passa/F. hofmanni",512
"6277","Halimium/Tuberaria",511
"9368","Pinus subg. Pinus undiff.",511
"11125","Sapindaceae undiff.",510
"12897","Unknown (monolete, verrucate)",510
"6821","Iva frutescens-type",507
"7060","Lamium-type",507
"9074","Petasites-type",507
"3597","Clematis",504
"4842","Engelhardia",504
"11742","Spergula-type",504
"5367","Euphrasia",503
"4060","Cryptomeria",502
"9583","Poaceae (<37 µm)",502
"9819","Polypodiaceae-type",502
"556","Amelanchier",501
"4323","Dalea candida-type",501
"9346","Pinus pinaster-type",500
"11915","Spirogyra-type",500
"1801","Bridelia",499
"8872","Paronychia",498
"10441","Quercus pubescens/Q. robur-type",498
"13419","Vaccinium group",498
"13588","Viola",497
"8893","Passerina",495
"4896","Ephedra major-type",492
"13627","Vitex",492
"8370","Myrtus communis",491
"9193","Phyllocladus aspleniifolius",489
"4273","Cyperus-type",488
"4869","Epacris-type",488
"5565","Filinia longiseta",488
"10955","Rumex subg. Rumex",487
"12751","Ulmaceae",487
"13000","Unknown (type 1)",487
"8867","Parnassia",486
"4907","Ephedra undiff.",485
"9089","Phacelia",485
"4935","Eremurus",484
"7733","Malpighiaceae undiff.",483
"1122","Ascarina",482
"2254","Castanea-type",481
"7644","Machaerium",481
"3536","Cistus monspeliensis",480
"5895","Gaeumannomyces",479
"11655","Solanum-type",479
"5396","Eyepiece field of view",478
"9689","Podospora",478
"7830","Mauritia",477
"6359","Helicoön pluriseptatum",476
"2258","Castanopsis",474
"3777","Coniochaeta cf. C. ligniaria",474
"8764","Oxalis",474
"10136","Prunella-type",473
"12761","Ulmus glabra-type",473
"8477","Nothofagus gunnii",472
"13389","Urticaceae/Moraceae-type",471
"6343","Helianthemum nummularium-type",470
"13559","Viburnum-type",469
"7883","Meliaceae",468
"12351","Thymelaea",468
"7688","Magnolia",467
"7132","Laurembergia tetrandra",466
"9301","Pinus banksiana",466
"11725","Sparganium erectum-type",466
"13524","Vernonieae",466
"2446","Cerastium cerastoides-type",465
"6248","Gypsophila repens-type",465
"475","Alona affinis",464
"8227","Muehlenbeckia",464
"11167","Saussurea",462
"7627","Lythrum salicaria",461
"9944","Polyscias fulva-type",461
"11941","Sporormiella (type 113, HdV)",461
"4704","Dryopteris undiff.",459
"5426","Fabaceae (type II)",458
"6904","Juniperus procera",458
"12736","Uapaca nitida-type",458
"3869","Coriaria",455
"4687","Dryopteris carthusiana-type",455
"7578","Lycopus-type",455
"9325","Pinus halepensis-type",455
"3816","Convolvulaceae undiff.",453
"572","Amperea",452
"4334","Daphne",451
"9349","Pinus ponderosa",451
"2103","Capparaceae",450
"2136","Cardamine",450
"3734","Combretum molle-type",450
"11720","Sparganium angustifolium-type",450
"1525","Betula (>20 µm)",448
"7042","Lamiaceae (hexacolpate)",448
"10542","Ranunculus sceleratus-type",447
"11090","Sambucus-type",447
"11484","Serratula-type",447
"974","Arctostaphylos",446
"7753","Malvaceae undiff.",446
"6401","Heracleum sphondylium",444
"6473","Histiopteris",444
"7224","Leptospermum/Baeckea",444
"11329","Scrophularia",444
"13696","Xanthium-type",444
"777","Anthocleista",443
"9044","Persicaria",442
"11257","Scheuchzeria",442
"2187","Carum carvi",441
"8514","Nymphaea lotus-type",438
"11302","Scleranthus annuus",438
"11691","Sorbus group",437
"1326","Athyrium filix-femina-type",436
"1951","Caesalpinia",436
"2020","Caltha palustris-type",436
"5284","Eudicotyledoneae (tricolporate)",436
"7751","Malvaceae sensu stricto",436
"12815","Unknown (cf. spore)",436
"8597","Oleaceae undiff.",435
"899","Apodytes dimidiata",434
"1163","Asphodelus albus-type",434
"12553","Tricolporopollenites megaexactus bruhlensis",434
"5754","Fungi (type 200, HdV)",433
"6505","Hornungia-type",433
"6776","Iris",433
"9364","Pinus strobus-type",433
"3724","Combretaceae undiff.",432
"9828","Polypodiales (trilete)",432
"12006","Sterculioideae",431
"13508","Verbascum",431
"3644","Clutia",430
"3681","Coelastrum reticulatum",430
"9143","Phoenix",430
"2486","Cercocarpus-type",429
"9941","Polyscias",429
"11089","Sambucus undiff.",428
"5315","Eupatorium-type",427
"6002","Gentiana lutea/G. pneumonanthe",427
"9330","Pinus indet.",425
"7593","Lysichiton americanus",424
"12064","Styrax",424
"6562","Hydrangea",423
"4905","Ephedra trifurca-type",422
"12757","Ulmus (type B)",422
"1533","Betula (small)",421
"941","Araucaria",420
"3829","Copepoda",420
"6169","Grammitis",420
"7674","Maesa",420
"12763","Ulmus minor",420
"1472","Bauera",419
"9023","Pera",419
"1570","Betula sect. Costatae",418
"5540","Fern-spore tablets",418
"8887","Parthenocissus",418
"10709","Rhus-type",418
"7130","Laurembergia",417
"1815","Bromeliaceae",416
"5896","Gaeumannomyces cf. G. caricis",416
"6649","Hypnaceae",416
"631","Andromeda polifolia",415
"7366","Littorella",415
"8481","Nothofagus obliqua-type",415
"9862","Polypodiophyta (monolete, verrucate, <50 µm)",415
"13505","Veratrum",415
"12847","Unknown (Incertae sedis 5b)",414
"12864","Unknown (monolete, non-psilate)",414
"6729","Indigofera",412
"10720","Rhynchospora alba",412
"11979","Stellaria holostea",412
"1598","Bignoniaceae undiff.",411
"7003","Lachemilla",410
"11635","Solanaceae undiff.",410
"3794","Conocarpus",409
"8560","Oenanthe",409
"11145","Sapotaceae undiff.",409
"11943","Sporormiella-type",409
"1572","Betula spp.",408
"1843","Bruniaceae",408
"4639","Draba",408
"5647","Fraxinus angustifolia",408
"7628","Lythrum salicaria-type",408
"11703","Sordariales",408
"2380","Centaurea montana",407
"2400","Centaurea-type",407
"4921","Epilobium-type",407
"8380","Narcissus bulbocodium",407
"12656","Trollius",407
"4317","Dalbergia",405
"7046","Lamiaceae (tricolpate)",405
"10452","Quercus subg. Quercus",405
"11501","Shepherdia argentea",405
"1498","Berberis",404
"3679","Coelastrum",404
"5071","Eucalyptus (type 1, granular)",404
"8740","Ostrya carpinifolia",404
"9059","Persicaria lapathifolia-type",403
"9206","Phyteuma-type",403
"10939","Rumex obtusifolius",403
"1380","Azolla filiculoides",401
"4303","Dacrycarpus",401
"7912","Menispermaceae",401
"9146","Phoenix reclinata",401
"1778","Brassica",400
"6181","Grewia",400
"13561","Vicia",399
"7834","Mauritia-type",398
"13471","Valerianella",398
"423","Allocasuarina",397
"1835","Bruckenthalia",397
"3873","Cornaceae",397
"11061","Salsola",396
"10430","Quercus ilex/Q. coccifera-type",395
"538","Amaranthus",394
"1385","Azolla/Salvinia",394
"7356","Lithocarpus",394
"10406","Quercus cerris",394
"11610","Sloanea",394
"900","Aponogeton",392
"10433","Quercus ithaburensis",392
"573","Amperea xiphoclada",391
"8339","Myrsinoideae",391
"9935","Polypodium undiff.",391
"7448","loss-on-ignition",390
"11574","Sileneae",390
"2785","cf. Endophragmia (type 572, HdV)",389
"11408","Selaginella densa-type",388
"3339","Chaerophyllum-type",387
"6839","Jasione montana",387
"6812","Isoglossa",385
"10088","Prosopis",385
"7313","Lingulodinium machaerophorum",384
"12394","Tilletia sphagni (type 27, HdV)",384
"12967","Unknown (trilete, ornamented)",384
"1106","Artemisia undiff.",383
"3284","cf. Ustulina deusta",383
"10756","Ricinus communis",382
"11986","Stellaria-type",382
"405","Alisma plantago-aquatica",381
"8454","Nitraria",381
"1390","Baccharis",380
"6761","Iresine",380
"10197","Pseudopediastrum brevicorne",379
"1957","Caesalpinioideae",378
"484","Alonella nana",377
"919","Araceae",377
"4608","Dodonaea viscosa-type",377
"6404","Heracleum-type",377
"9512","Plantago subulata-type",377
"12469","Trapa natans",376
"4995","Erigeron",375
"10045","Pouteria",375
"893","Apocynaceae undiff.",374
"3570","Clasterosporium caricinum (type 126, HdV)",374
"1144","Ascomycota undiff.",373
"1379","Azolla",373
"10496","Ranunculus aconitifolius-type",373
"4695","Dryopteris dilatata",371
"6996","Kunzea-type",370
"8623","Onobrychis-type",370
"9316","Pinus det. P. banksiana/P. resinosa",370
"12016","Stratiotes",370
"710","Animalia undiff.",369
"2003","Calluna vulgaris-type",369
"384","Algae? (type 128A, HdV)",368
"694","Angiospermae",368
"3387","Cheilanthes",368
"8180","Moraceae (diporate)",368
"12756","Ulmus (type A)",368
"8591","Olea-type",367
"4391","Dennstaedtia",366
"8171","Montia",366
"28","Acacia (group III)",365
"5980","Genista",365
"10911","Rumex aquaticus-type",365
"8314","Myriophyllum undiff.",364
"9084","Peucedanum palustre-type",364
"12483","Trema-type",364
"7034","Laguncularia",363
"1495","Bellis-type",362
"6498","Hordeum group",362
"10016","Potamogeton/Triglochin",362
"10685","Rhododendron subsect. Ledum",362
"909","Aquifoliaceae",361
"3477","Cichorium intybus-type",361
"10628","Rhamnaceae undiff.",361
"656","Anemone nemorosa",360
"8585","Olea europaea subsp. cuspidata",360
"8878","Paronychia polygonifolia-type",360
"4383","Delphinium-type",359
"10448","Quercus sect. Cyclobalanopsis",359
"877","Apioideae-type",358
"1544","Betula ermanii",358
"13388","Urticaceae/Moraceae undiff.",358
"2138","Cardamine pratensis-type",357
"6369","Heliotropium",357
"6645","Hyphaene",357
"10277","Pteridaceae",357
"4390","Dendrosenecio",356
"12462","Transeauina",356
"101","Acer macrophyllum",355
"704","Angiospermae undiff. (upland herbs)",355
"5521","Fallopia convolvulus",355
"5649","Fraxinus angustifolia-type",355
"7422","Lonicera periclymenum",354
"7822","Matricaria",354
"8312","Myriophyllum spicatum-type",354
"13789","Zygophyllum",354
"9606","Poaceae (annulus 8-10 µm)",353
"11407","Selaginella densa",353
"6864","Juglans nigra-type",352
"8412","Neoboutonia",352
"4666","Drosera rotundifolia",351
"3731","Combretum aculeatum-type",350
"6521","Humulus lupulus-type",349
"9337","Pinus monticola",349
"8884","Parrotia persica",348
"6118","Glomus cf. G. fasciculatum (type 207, HdV)",346
